2619598836;0;0;0
2619603948,2;0;0;0
2619609060,4;0;0;0
2619614172,6;0;0;0
2619619284,8;0;0;0
2619624397;0;0;0
2619629509,2;0;0;0
2619634621,4;0;0;0
2619639733,6;0;0;0
2619644845,8;0;0;0
2619649958;0;0;0
2619655070,2;0;0;0
2619660182,4;0;0;0
2619665294,6;0;0;0
2619670406,8;0;0;0
2619675519;0;0;0
2619680631,2;0;0;0
2619685743,4;0;0;0
2619690855,6;0;0;0
2619695967,8;0;0;0
2619701080;0;0;0
2619706192,2;0,148748339709517;0,0082831250749385;3,35661871210882E-06
2619711304,4;0,595110909279903;0,0330175988256708;6,18829910373799E-06
2619716416,6;1,27083451835566;0,0702079331496907;8,22961295181865E-06
2619721528,8;2,10686002098159;0,11581361621088;9,48056025673162E-06
2619726641;3,03412827092904;0,165794136158179;9,94114101824352E-06
2619731753,2;3,9835801222023;0,216108981153271;9,61135523650791E-06
2619736865,4;4,8861564288139;0,262717639357966;8,49120291138343E-06
2619741977,6;5,67279804452281;0,301579598921017;6,58068404307906E-06
2619747089,8;6,27444582339449;0,328654348006617;3,87979863123838E-06
2619752202;6,62204061924406;0,339901374767162;3,88546676365246E-07
2619757314,2;6,45086199547404;0,332297959359321;-3,23796328865592E-06
2619762426,4;5,55555553182066;0,308132325595722;-6,08527160294697E-06
2619767538,6;4,10952538360315;0,271417760605912;-8,14736872232265E-06
2619772650,8;2,28893724240844;0,226168421052804;-9,42425464716765E-06
2619777763;0,269956800410967;0,176398463614105;-9,91592937724376E-06
2619782875,2;-1,77125025072325;0,12612204495488;-9,62239291270671E-06
2619787987,4;-3,65851821933647;0,0793533217400069;-8,54364525341925E-06
2619793099,6;-5,21568141324185;0,0401064506474746;-6,67968639958263E-06
2619798211,8;-6,26657414087315;0,0123955883397244;-4,03051635084912E-06
2619803324;-6,63503071019954;0,000234891491189271;-5,96135107712917E-07
2619808436,2;-6,36955910470271;0;0
2619813548,4;-5,8279017460256;0;0
2619818660,6;-5,08500663220478;0;0
2619823772,8;-4,20940920912498;0;0
2619828885;-3,2696449229643;0;0
2619833997,2;-2,33424921965566;0;0
2619839109,4;-1,47175754513358;0;0
2619844221,6;-0,750705345573746;0;0
2619849333,8;-0,239628066864947;0;0
2619854446;-0,00706115511730054;0;0
2619859558,2;0;0;0
2619864670,4;0;0;0
2619869782,6;0;0;0
2619874894,8;0;0;0
2619880007;0;0;0
2619885119,2;0;0;0
2619890231,4;0;0;0
2619895343,6;0;0;0
2619900455,8;0;0;0
2619905568;0;0;0
2619910680,2;0;0;0
2619915792,4;0;0;0
2619920904,6;0;0;0
2619926016,8;0;0;0
2619931129;0;0;0
2619936241,2;0;0;0
2619941353,4;0;0;0
2619946465,6;0;0;0
2619951577,8;0;0;0
2619956690;0;0;0
2619961802,2;0;0;0
2619966914,4;0;0;0
2619972026,6;0;0;0
2619977138,8;0;0;0
2619982251;0;0;0
2619987363,2;0;0;0
2619992475,4;0;0;0
2619997587,6;0;0;0
2620002699,8;0;0;0
2620007812;0;0;0
2620012924,2;0;0;0
2620018036,4;0;0;0
2620023148,6;0;0;0
2620028260,8;0;0;0
2620033373;0;0;0
2620038485,2;0;0;0
2620043597,4;0;0;0
2620048709,6;0;0;0
2620053821,8;0;0;0
2620058934;0;0;0
2620064046,2;0;0;0
2620069158,4;0;0;0
2620074270,6;0;0;0
2620079382,8;0;0;0
2620084495;0;0;0
2620089607,2;0;0;0
2620094719,4;0;0;0
2620099831,6;0;0;0
2620104943,8;0;0;0
2620110056;0;0;0
2620115168,2;0;0;0
2620120280,4;0;0;0
2620125392,6;0;0;0
2620130504,8;0;0;0
2620135617;0;0;0
2620140729,2;0;0;0
2620145841,4;0;0;0
2620150953,6;0;0;0
2620156065,8;0;0;0
2620161178;0;0;0
2620166290,2;0;0;0
2620171402,4;0;0;0
2620176514,6;0;0;0
2620181626,8;0;0;0
2620186739;0;0;0
2620191851,2;0;0;0
2620196963,4;0;0;0
2620202075,6;0;0;0
2620207187,8;0;0;0
2620212300;0;0;0
2620217412,2;0;0;0
2620222524,4;0;0;0
2620227636,6;0;0;0
2620232748,8;0;0;0
2620237861;0;0;0
2620242973,2;0;0;0
2620248085,4;0;0;0
2620253197,6;0;0;0
2620258309,8;0;0;0
2620263422;0;0;0
2620268534,2;0;0;0
2620273646,4;0;0;0
2620278758,6;0;0;0
2620283870,8;0;0;0
2620288983;0;0;0
2620294095,2;0;0;0
2620299207,4;0;0;0
2620304319,6;0;0;0
2620309431,8;0;0;0
2620314544;0;0;0
2620319656,2;0;0;0
2620324768,4;0;0;0
2620329880,6;0;0;0
2620334992,8;0;0;0
2620340105;0;0;0
2620345217,2;0;0;0
2620350329,4;0;0;0
2620355441,6;0;0;0
2620360553,8;0;0;0
2620365666;0;0;0
2620370778,2;0;0;0
2620375890,4;0;0;0
2620381002,6;0;0;0
2620386114,8;0;0;0
2620391227;0;0;0
2620396339,2;0;0;0
2620401451,4;0;0;0
2620406563,6;0;0;0
2620411675,8;0;0;0
2620416788;0;0;0
2620421900,2;0;0;0
2620427012,4;0;0;0
2620432124,6;0;0;0
2620437236,8;0;0;0
2620442349;0;0;0
2620447461,2;0;0;0
2620452573,4;0;0;0
2620457685,6;0;0;0
2620462797,8;0;0;0
2620467910;0;0;0
2620473022,2;0;0;0
2620478134,4;0;0;0
2620483246,6;0;0;0
2620488358,8;0;0;0
2620493471;0;0;0
2620498583,2;0;0;0
2620503695,4;0;0;0
2620508807,6;0;0;0
2620513919,8;0;0;0
2620519032;0;0;0
2620524144,2;0,0460857494755761;0,00242074871623315;2,52306969698409E-06
2620529256,4;0,590042374694185;0,0309602828095352;8,42273355056334E-06
2620534368,6;1,64660132794877;0,0862942799865098;1,30056263604319E-05
2620539480,8;3,08960770024598;0,161691143329839;1,62717481274445E-05
2620544593;4,79290658214183;0,250419275898655;1,82210988509921E-05
2620549705,2;6,63034306458991;0,345747080772879;1,88536785314407E-05
2620554817,4;8,47576223859382;0,440942961034895;1,81694871686649E-05
2620559929,6;10,2030091946345;0,529275319740142;1,61685247627925E-05
2620565041,8;11,6859290238438;0,604012559977458;1,28507913134502E-05
2620570154;12,7983668167702;0,658423084806097;8,2162868212569E-06
2620575266,2;13,3531566221073;0,684870549008609;1,27381297754932E-06
2620580378,4;12,5796102488408;0,669878858296509;-6,83413844232827E-06
2620585490,6;10,5297390426659;0,618111355084342;-1,31136571930166E-05
2620590602,8;7,52473583835498;0,538915352851116;-1,75647432756872E-05
2620595715;3,88579347158348;0,441638165099112;-2,01873966895097E-05
2620600827,2;-0,0658952227994316;0,335627105308854;-2,09816174349845E-05
2620605939,4;-4,00913741006128;0,230229486957608;-1,99474055119298E-05
2620611051,6;-7,6227402543516;0,134792623552542;-1,70847609205387E-05
2620616163,8;-10,5855109211897;0,0586638285645197;-1,2393683660277E-05
2620621276;-12,576256574908;0,0111904154952468;-5,87417373201995E-06
2620626388,2;-13,2661863612695;0,00165656397272139;2,33784299857E-06
2620631500,4;-12,3748729359206;0,0331738801096009;9,68727403922178E-06
2620636612,6;-10,1453333933946;0,097583470758194;1,52059915514537E-05
2620641724,8;-6,93408650217888;0,185526362232927;1,88939955362953E-05
2620646837;-3,09765103173135;0,287643580820969;2,07512859930586E-05
2620651949,2;1,00745424937607;0,394576152833874;2,07778629221729E-05
2620657061,4;5,02471057267172;0,49696510458499;1,89737263233847E-05
2620662173,6;8,59759916854727;0,585451462358792;1,53388761970303E-05
2620667285,8;11,369601268766;0,650676252474197;9,8733125424319E-06
2620672398;12,9841981039519;0,683280501222614;2,57703536060891E-06
2620677510,2;13,0925188501949;0,674359432391662;-5,70983776556781E-06
2620682622,4;11,7211611654308;0,631339043553807;-1,0903073228162E-05
2620687734,6;9,21952686005979;0,56510655865608;-1,479089721741E-05
2620692846,8;5,90749566843072;0,482335502218479;-1,73733097340371E-05
2620697959;2,1049473259371;0,389699398787967;-1,86503107775616E-05
2620703071,2;-1,86823843294637;0,293871772888495;-1,86219003482852E-05
2620708183,4;-5,69218187380861;0,201526149042822;-1,72880784460226E-05
2620713295,6;-9,04700326116062;0,119336051799698;-1,46488450710227E-05
2620718407,8;-11,6128228608128;0,0539750056761427;-1,07042002227931E-05
2620723520;-13,0697609375107;0,0121165352158717;-5,45414390206967E-06
2620728632,2;-13,1121617223274;0;0
2620733744,4;-12,2639489090013;0;0
2620738856,6;-11,0099739204926;0;0
2620743968,8;-9,46368143999107;0;0
2620749081;-7,73851615119469;0;0
2620754193,2;-5,94792273737189;0;0
2620759305,4;-4,20534588176665;0;0
2620764417,6;-2,62423026811362;0;0
