357364640;0;0
357415888;0;0
357467140;0;0
357518384;0;0
357569624;0;0
357620864;0;0
357672104;0;0
357723344;0;0
357774588;0;0
357825828;0;0
357877068;0;0
357928308;0;0
357979552;0;0
358030796;0;0
358082036;0;0
358133276;0;0
358184520;0;0
358235764;0;0
358287008;0;0
358338252;0;0
358389492;0;0
358440736;0;0
358491972;0;0
358543220;0;0
358594464;0;0
358645708;0;0
358696956;0;0
358748204;0;0
358799444;0;0
358850684;0;0
358901924;0;0
358953164;0;0
359004404;0;0
359055644;0;0
359106884;0;0
359158124;0;0
359209364;0;0
359260600;0;0
359311840;0;0
359363080;0;0
359414320;0;0
359465556;0;0
359516800;0;0
359568036;0;0
359619276;0;0
359670516;0;0
359721756;0;0
359772992;0;0
359824240;0;0
359875484;0;0
359926732;0;0
359977976;0;0
360029224;0;0
360080464;0;0
360131704;0;0
360182944;0;0
360234180;0;0
360285424;0;0
360336664;0;0
360387904;0;0
360439148;0;0
360490388;0;0
360541624;0;0
360592864;0;0
360644104;0;0
360695344;0;0
360746584;0;0
360797824;0;0
360849064;0;0
360900300;0;0
360951540;0;0
361002776;0;0
361054016;0;0
361105260;0;0
361156500;0;0
361207748;0;0
361258992;0;0
361310240;0;0
361361476;0;0
361412716;0;0
361463956;0;0
361515196;0;0
361566436;0;0
361617676;0;0
361668916;0;0
361720152;0;0
361771396;0;0
361822636;0;0
361873876;0;0
361925116;0;0
361976356;0;0
362027596;0;0
362078832;0;0
362130076;0;0
362181316;0;0
362232556;0;0
362283796;0;0
362335036;0;0
362386284;0;0
362437528;0;0
362488772;0;0
362540020;0;0
362591264;0;0
362642500;0;0
362693740;0;0
362744980;0;0
362796220;0;0
362847460;0;0
362898700;0;0
362949940;0,34;6,65
363001284;0,34;-0,01
363052624;0,34;0
363103948;0,68;6,63
363155304;0,68;-0,01
363206664;1,36;13,23
363258064;1,36;-0,02
363309416;1,7;6,64
363360764;2,04;6,62
363412116;2,38;6,62
363463472;2,38;0
363514832;2,72;6,61
363566204;3,06;6,6
363617544;3,06;0,04
363668872;3,4;6,64
363720220;3,4;-0,03
363771568;3,4;0
363822856;3,4;0,08
363874200;3,74;6,55
363925564;4,08;6,59
363976908;4,08;0,03
364028236;4,42;6,65
364079592;4,42;-0,05
364130944;4,76;6,63
364182300;4,76;-0,01
364233660;4,76;-0,01
364285024;5,1;6,61
364336376;4,76;-6,6
364387736;4,76;-0,01
364439088;4,42;-6,6
364490452;4,76;6,6
364541808;4,42;-6,6
364593176;4,76;6,59
364644528;4,42;-6,59
364695888;4,42;-0,01
364747244;4,08;-6,61
364798608;4,42;6,6
364849956;4,08;-6,59
364901320;4,42;6,59
364952676;4,08;-6,6
365004024;4,08;0,01
365055356;3,74;-6,6
365106720;4,08;6,57
365158068;4,08;0,02
365209400;3,74;-6,6
365260764;3,74;-0,05
365312124;3,74;0,01
365363464;3,74;0,03
365414800;3,4;-6,62
365466160;3,74;6,59
365517512;3,4;-6,61
365568872;3,4;-0,01
365620212;3,4;0,03
365671552;3,4;0
365722840;3,4;0,07
365774172;3,06;-6,68
365825524;3,4;6,6
365876864;3,06;-6,61
365928220;3,06;-0,02
365979572;3,06;0
366030904;2,72;-6,6
366082268;3,06;6,58
366133608;2,72;-6,59
366184972;3,06;6,59
366236316;2,72;-6,6
366287672;2,72;-0,01
366339032;2,38;-6,62
366390408;2,72;6,6
366441752;2,72;0,03
366493088;2,38;-6,61
366544452;2,38;-0,03
366595804;2,38;0,01
366647148;2,38;0,01
366698492;2,38;0
366749788;2,04;-6,59
366801148;2,38;6,57
366852500;2,04;-6,61
366903856;2,04;0
366955200;2,04;0,01
367006540;2,04;0
367057868;2,04;0,01
367109200;1,7;-6,63
367160564;2,04;6,59
367211912;1,7;-6,61
367263264;1,7;0
367314596;1,7;0,01
367365924;1,7;0
367417256;1,36;-6,63
367468620;1,7;6,6
367519960;1,36;-6,61
367571324;1,36;-0,01
367622676;1,36;0,01
367674008;1,36;0,01
367725344;1,36;0
367776688;1,02;-6,62
367828048;1,02;-0,01
367879404;1,36;6,62
367930756;1,02;-6,62
367982112;1,02;0
368033448;1,02;0,01
368084772;0,68;-6,62
368136140;1,02;6,6
368187484;0,68;-6,61
368238840;1,02;6,61
368290188;0,68;-6,62
368341540;0,68;0
368392872;0,68;0,01
368444208;0,34;-6,62
368495568;0,68;6,61
368546920;0,34;-6,62
368598276;0,68;6,62
368649624;0,34;-6,62
368700972;0,34;0
368752252;0;-6,63
368803552;0,34;6,63
368854904;0;-6,63
368906220;0,34;6,63
368957572;0;-6,62
369008872;0;0
369060112;0;0
369111352;0,34;6,65
369162696;0;-6,63
369213996;0;0
369265236;0;0
369316476;0;0
369367712;0;0
369418952;0;0
369470192;0;0
369521432;0;0
369572672;0;0
369623916;0;0
369675164;0;0
369726408;0;0
369777652;0;0
369828896;0;0
369880136;0;0
369931372;0;0
369982612;0;0
370033848;0;0
370085088;0;0
370136328;0;0
